Genome,User Genome,Classification,FastANI Reference,FastANI Reference Radius,FastANI Taxonomy,FastANI ANI,FastANI Alignment Fraction,Closest Placement Reference,Closest Placement Taxonomy,Closest Placement ANI,Closest Placement Alignment Fraction,Classification Method,Note,Other Related References,MSA AA Percent,RED Value,Warnings,domain,phylum,class,order,family,genus,species,Bin Name,Marker Lineage,# Genomes,# Markers,# Marker Sets,0,1,2,3,4,5+,Completeness,Contamination,Translation table,GC std,# ambiguous bases,Genome size,Longest contig,N50 (scaffolds),Mean scaffold length,# contigs,# scaffolds,# predicted genes,Longest scaffold,GC,N50 (contigs),Coding density,Mean contig length,Genome size (Mbp),kruskal_season_p,kruskal_season_p_corr,kruskal_depth_p,kruskal_depth_p_corr,spearman_depth_p,spearman_depth_p_corr,spearman_depth_r,median_rel_abun,mean_rel_abun,max_rel_abun,class_plus
3300055390_885,3300055390_885__dereplicated_genomes,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__UBA11855;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,-,-,75.56,0.90431,-,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__UBA233,g__UBA11855,s__,3300055390_885__dereplicated_genomes,k__Archaea,207,149,107,15,129,4,1,0,0,89.58,3.74,11,0.017042291372292823,0,1461806,45684,17396,13411.064220183487,109,109,1678,45684,0.48606107787216635,17396,0.8630967447116785,13411.064220183487,1.461806,0.04197374578146081,0.3875181073263463,0.010090175168200526,0.023992194288832362,0.0026495927448067164,0.0070876605923579665,0.5079374268089176,0.0294080775,0.03855514750277779,0.14955397,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;
3300067053_1014,3300067053_1014__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JACADW01;s__,-,-,-,-,-,GCA_017860075.1,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JACADW01;s__JACADW01 sp017860075,82.04,0.613,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,73.58,0.96943,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Acidobacteriota,c__UBA6911,o__UBA6911,f__UBA6911,g__JACADW01,s__,3300067053_1014__dereplicated_genomes,k__Bacteria,2258,188,117,38,141,9,0,0,0,88.82,5.98,11,0.0190519785178743,0,4479977,39347,11399,9161.507157464213,489,489,3883,39347,0.6026051026601252,11399,0.8858264227695812,9161.507157464213,4.479977,0.6398976951367932,0.9605180220828018,0.03438550670419554,0.055327055899983796,0.018021455996978488,0.031043313092255526,0.39953855837836183,0.0212273295,0.022335811013888887,0.047102667,d__Bacteria;p__Acidobacteriota;c__UBA6911;
3300067053_637,3300067053_637__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,77.52,0.79191,-,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__UBA6906,g__,s__,3300067053_637__dereplicated_genomes,k__Bacteria,433,273,183,54,210,9,0,0,0,77.52,3.23,11,0.015639240692055308,0,2882337,34321,9442,8552.92878338279,337,337,2629,34321,0.5795824707520321,9442,0.9170860312309074,8552.92878338279,2.882337,0.1779072170019904,0.7681504189275,0.38281240644017095,0.4045523702626992,0.1707848082517569,0.21125982061199985,-0.2325183413513417,0.01141438225,0.010681790761111112,0.01888225,d__Bacteria;p__Bacteroidota;c__UBA10030;
3300055390_919,3300055390_919__dereplicated_genomes,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA11373;g__VGBK01;s__,-,-,-,-,-,GCA_016932695.1,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA11373;g__VGBK01;s__VGBK01 sp016932695,82.08,0.603,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_016870535.1, s__VGBK01 sp016870535...",87.55,0.94337,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Actinomycetota,c__Acidimicrobiia,o__UBA5794,f__UBA11373,g__VGBK01,s__,3300055390_919__dereplicated_genomes,k__Bacteria,901,171,117,18,146,7,0,0,0,87.75,5.13,11,0.02065119090427607,0,2560900,52636,15946,12371.497584541063,207,207,2616,52636,0.7200636494982233,15946,0.9059244796751142,12371.497584541063,2.5609,0.51035742417049,0.9528154520223513,0.056692116307009044,0.0790365660566771,0.028450896749645124,0.045099940032770784,0.37006440243241706,0.0185763055,0.018901919569444443,0.057755243,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;
3300055390_401,3300055390_401__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__RBG-13-51-36;s__,-,-,-,-,-,GCA_022866545.1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__RBG-13-51-36;s__RBG-13-51-36 sp022866545,85.43,0.656,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_903884455.1, s__RBG-13-51-36 sp903...",71.06,0.97385,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__GIF9,f__AB-539-J10,g__RBG-13-51-36,s__,3300055390_401__dereplicated_genomes,k__Bacteria,924,151,101,32,118,1,0,0,0,85.81,0.99,11,0.01255284900363597,0,1419392,74505,14983,12450.807017543859,114,114,1472,74505,0.5159941721525837,14983,0.8786297231490666,12450.807017543859,1.419392,0.8268288087929476,0.9649588286509359,0.0008406876899237946,0.009601841618471552,0.00019563927924482917,0.002217164087207212,0.6295928023525947,0.058833105499999996,0.08227598143333333,0.32441524,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;
3300055390_903,3300055390_903__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,72.21,0.83635,-,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__UBA6906,g__,s__,3300055390_903__dereplicated_genomes,k__Bacteria,5449,104,58,52,52,0,0,0,0,75.86,0.0,11,0.013680945699647562,0,4072225,100576,17247,12805.738993710691,318,318,3556,100576,0.5729732517235664,17247,0.913458612920455,12805.738993710691,4.072225,0.7172130091036287,0.9605180220828018,0.1160303012976713,0.1439448375518937,0.34083918430139326,0.3900512590400971,0.16047040459458795,0.022305184,0.021668006691666672,0.053928826,d__Bacteria;p__Bacteroidota;c__UBA10030;
3300055390_837,3300055390_837__dereplicated_genomes,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__,-,-,-,-,-,-,-,-,-,ANI,-,"GCA_023488905.1, s__PALSA-986 sp023488...",88.94,0.95672,-,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__UBA233,g__PALSA-986,s__,3300055390_837__dereplicated_genomes,k__Archaea,207,149,107,25,117,6,1,0,0,86.92,6.54,11,0.018733996751730084,0,2141508,92651,30681,21415.08,100,100,2270,92651,0.4254982937257297,30681,0.8656806325262385,21415.08,2.141508,0.40413745586945504,0.9200576122985465,0.19001340424339164,0.21970110381018187,0.14021192708304994,0.1796727688369622,0.2488928724324221,0.020802753,0.02310689238333333,0.06011542,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;
3300055390_764,3300055390_764__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JAFNAG01;s__,-,-,-,-,-,GCA_020072565.1,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JAFNAG01;s__JAFNAG01 sp020072565,78.97,0.241,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,91.74,0.91607,-,d__Bacteria,p__Acidobacteriota,c__UBA6911,o__UBA6911,f__UBA6911,g__JAFNAG01,s__,3300055390_764__dereplicated_genomes,k__Bacteria,2258,188,117,3,178,5,2,0,0,97.44,5.98,11,0.013524556273032173,0,7633862,182888,50338,26785.480701754386,285,285,6138,182888,0.5729707977430035,50338,0.856784678580776,26785.480701754386,7.633862,0.9554067330939189,0.9835459397820392,0.010808624835313679,0.025279188139422155,0.0041025894485147854,0.009809543485834234,0.4849983172110956,0.014633514,0.020426696127777776,0.09045488,d__Bacteria;p__Acidobacteriota;c__UBA6911;
3300067053_1326,3300067053_1326__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__JAAYVZ01;s__,-,-,-,-,-,GCA_012516935.1,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__JAAYVZ01;s__JAAYVZ01 sp012516935,77.21,0.224,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,93.33,0.85604,-,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__JAAYVZ01,s__,3300067053_1326__dereplicated_genomes,k__Bacteria,2258,188,117,8,174,6,0,0,0,95.3,4.27,11,0.01239890557460008,0,6235631,349897,126961,67778.59782608696,92,92,4735,349897,0.6558231235940677,126961,0.902974694942661,67778.59782608696,6.235631,0.9287411135706606,0.9791981895430706,0.005452871636867901,0.016095372831582494,0.0016706340298382103,0.0050697206981909155,0.531218926985002,0.024419111,0.0383889367388889,0.17303324,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;
3300060478_462,3300060478_462__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SHXO01;g__SHXO01;s__,-,-,-,-,-,-,-,-,-,ANI,classification based on placement in class-level tree,"GCA_020854105.1, s__SHXO01 sp020854105...",65.06,0.88947,-,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__SHXO01,g__SHXO01,s__,3300060478_462__dereplicated_genomes,c__Betaproteobacteria,235,419,211,113,292,14,0,0,0,77.11,3.11,11,0.019291758846366813,0,2979446,65984,16656,10873.890510948906,274,274,2961,65984,0.6217021553671387,16656,0.895758473219518,10873.890510948906,2.979446,0.9015457347307021,0.9791981895430706,0.000934755813117864,0.009601841618471552,0.0002062522105335634,0.002217164087207212,-0.6287819935134874,0.0190842055,0.024815017797222224,0.057248242,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;
3300060478_1014,3300060478_1014__dereplicated_genomes,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__UBA6;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,-,"GCA_016109435.1, s__UBA6 sp016109435, ...",74.32,0.91944,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomassiliicoccaceae,g__UBA6,s__,3300060478_1014__dereplicated_genomes,p__Euryarchaeota,148,187,124,28,158,1,0,0,0,84.14,0.81,11,0.019672383009679065,0,1536688,121424,16226,12005.375,128,128,1730,121424,0.5969721895401018,16226,0.880910763928657,12005.375,1.536688,0.36641661167257145,0.8860243491291557,0.11447287113068753,0.14358146469401922,0.07751728162124225,0.10532506836156089,0.2980164656756633,0.0328657945,0.03592218896666667,0.096003935,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;
3300060478_688,3300060478_688__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JAAYAM01;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,88.36,0.92032,-,d__Bacteria,p__Acidobacteriota,c__UBA6911,o__UBA6911,f__UBA6911,g__JAAYAM01,s__,3300060478_688__dereplicated_genomes,k__Bacteria,2258,188,117,15,165,7,1,0,0,92.02,7.69,11,0.018365881991062892,0,6078575,92154,14620,11319.506517690876,537,537,5487,92154,0.5427405271794787,14620,0.8622114558099555,11319.506517690876,6.078575,0.8370286991722189,0.9680145882656858,0.0010336855859449893,0.009601841618471552,0.00021522677546654908,0.002217164087207212,0.6255070872972713,0.012447351,0.017809471169444445,0.12517342,d__Bacteria;p__Acidobacteriota;c__UBA6911;
3300055390_290,3300055390_290__dereplicated_genomes,d__Bacteria;p__Desulfobacterota_F;c__SM23-61;o__SM23-61;f__SM23-61;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,74.64,0.7385,Genome has more than 11.7% of markers with multiple hits,d__Bacteria,p__Desulfobacterota_F,c__SM23-61,o__SM23-61,f__SM23-61,g__,s__,3300055390_290__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,26,201,19,1,0,0,89.4,9.58,11,0.02503662969963697,0,5109113,63139,10693,8763.487135506004,583,583,4934,63139,0.567625730728602,10693,0.8497050270761285,8763.487135506004,5.109113,0.015833001509399657,0.2602626878474563,0.5008535973594909,0.5153012972833223,0.9502970552663641,0.957005034480009,0.00982471864864824,0.033312997999999996,0.03315715066666666,0.063604705,d__Bacteria;p__Desulfobacterota_F;c__SM23-61;
3300055390_1063,3300055390_1063__dereplicated_genomes,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__DTPU01;s__,-,-,-,-,-,GCA_018007255.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__DTPU01;s__DTPU01 sp018007255,82.09,0.553,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,67.43,0.95776,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Sedimentisphaerales,f__SG8-4,g__DTPU01,s__,3300055390_1063__dereplicated_genomes,k__Bacteria,2921,143,88,34,108,1,0,0,0,80.79,1.14,11,0.01424346963301453,0,3861887,58068,11475,9488.665847665849,407,407,3185,58068,0.6190642035875208,11475,0.901181210118266,9488.665847665849,3.861887,0.6198296070663349,0.9605180220828018,0.006143706190658837,0.0171863153568757,0.0026495927448067164,0.0070876605923579665,0.5079374268089176,0.0120929635,0.014044835952777775,0.049680747,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;
3300060607_429,3300060607_429__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_017881085.1, s__Bradyrhizobium sp0...",75.09,0.97992,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Bradyrhizobium,s__,3300060607_429__dereplicated_genomes,f__Bradyrhizobiaceae,47,693,296,87,589,16,1,0,0,92.5,3.53,11,0.0156041525574013,0,5332295,85947,20886,13958.887434554974,382,382,5350,85947,0.6259441760067663,20886,0.8604974030881637,13958.887434554974,5.332295,0.2040923449929113,0.769317681457568,0.02647958073308523,0.04625820634187951,0.007240038815269479,0.015483489042310321,-0.45521196405403525,0.07850046499999999,0.077027627075,0.14201874,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;
3300060478_1240,3300060478_1240__dereplicated_genomes,d__Bacteria;p__Calditrichota;c__Calditrichia;o__JAJRVZ01;f__JAJRVZ01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,65.96,0.76467,-,d__Bacteria,p__Calditrichota,c__Calditrichia,o__JAJRVZ01,f__JAJRVZ01,g__,s__,3300060478_1240__dereplicated_genomes,k__Bacteria,2993,147,91,48,98,1,0,0,0,77.56,1.1,11,0.02029901036331945,0,2586410,26241,6472,6158.119047619048,420,420,2462,26241,0.4401873639523509,6472,0.9031425798693943,6158.119047619048,2.58641,0.7672412357244097,0.9605180220828018,0.018263914441688785,0.03505361157418296,0.007343804382217279,0.015483489042310321,0.45295838582473147,0.0220844235,0.03130783963888889,0.1301038,d__Bacteria;p__Calditrichota;c__Calditrichia;
3300055390_482,3300055390_482__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__,-,-,-,-,-,-,-,-,-,ANI,classification based on placement in class-level tree,"GCA_022865305.1, s__LD21 sp022865305, ...",85.9,0.93812,-,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,s__,3300055390_482__dereplicated_genomes,p__Bacteroidetes,350,316,210,33,275,8,0,0,0,88.51,3.1,11,0.015629041896788508,0,3456003,72697,14063,12126.326315789474,285,285,2986,72697,0.410844261419912,14063,0.9286684646975133,12126.326315789474,3.456003,0.4321684469120567,0.929582727653642,0.02584583868982904,0.045710822145648054,0.041599141861791165,0.06180133082494232,0.34408664396733135,0.016348437,0.015778155266666666,0.03328525,d__Bacteria;p__Bacteroidota;c__Bacteroidia;
3300060607_468,3300060607_468__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__HGW-15;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,56.84,0.88137,Genome has more than 11.7% of markers with multiple hits,d__Bacteria,p__Desulfobacterota,c__DSM-4660,o__Desulfatiglandales,f__HGW-15,g__,s__,3300060607_468__dereplicated_genomes,k__Bacteria,5449,104,58,51,49,4,0,0,0,79.31,6.9,11,0.013399545900247537,0,6638053,81726,18027,12025.458333333334,552,552,6449,81726,0.5311682506903757,18027,0.8687826083943591,12025.458333333334,6.638053,0.049152725491905774,0.41217432516496655,0.27429707529047914,0.30025357602129177,0.4363663422442128,0.4851033622870729,0.1309962486486432,0.0399553515,0.04038507752777777,0.060526375,d__Bacteria;p__Desulfobacterota;c__DSM-4660;
3300060607_640,3300060607_640__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,77.0,0.79572,-,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__Dehalococcoidales,f__,g__,s__,3300060607_640__dereplicated_genomes,k__Bacteria,924,151,101,18,131,2,0,0,0,84.98,1.19,11,0.030726977191710105,5,1319608,34650,9937,8856.429530201342,149,149,1420,34650,0.5720174931399823,9937,0.8955629247473492,8856.395973154362,1.319608,0.18559626105749819,0.769317681457568,0.04049382776982218,0.06189770816244248,0.014557209339441747,0.02662600682598747,0.4127444374443546,0.014929576,0.014969864163888893,0.036635414,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;
3300055390_492,3300055390_492__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__UBA11986;s__,-,-,-,-,-,GCA_003541875.1,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__UBA11986;s__UBA11986 sp003541875,78.51,0.313,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,80.52,0.93134,-,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__UBA6906,g__UBA11986,s__,3300055390_492__dereplicated_genomes,k__Bacteria,433,273,183,47,221,4,1,0,0,78.12,2.19,11,0.011483854660702128,0,3263088,77271,17476,12267.248120300752,266,266,2973,77271,0.5159217281299187,17476,0.912604869988183,12267.248120300752,3.263088,0.6560461504287378,0.9605180220828018,0.002406011344781309,0.010026858448830733,0.0005319522781812093,0.002396585000647975,-0.5869641230266379,0.018810557999999998,0.037163358277777774,0.15322065,d__Bacteria;p__Bacteroidota;c__UBA10030;
3300055390_195,3300055390_195__dereplicated_genomes,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__UBA8941;s__,-,-,-,-,-,GCA_001774245.1,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__UBA8941;s__UBA8941 sp001774245,90.25,0.682,taxonomic classification defined by topology and ANI,-,"GCA_013329615.1, s__UBA8941 sp8941u, 9...",65.81,0.98772,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__TCS64,f__TCS64,g__UBA8941,s__,3300055390_195__dereplicated_genomes,k__Archaea,207,145,103,15,127,3,0,0,0,87.86,2.02,11,0.025327938103457924,0,1814215,74265,24422,16055.0,113,113,2083,74265,0.5065270654249909,24422,0.8826969240139675,16055.0,1.814215,0.8523795793250858,0.9728492265363646,0.0014806578196708466,0.009601841618471552,0.0003575688039021233,0.0022990828067309802,0.6033597689212367,0.0498316485,0.054525362758333334,0.16186239,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;
3300055390_178,3300055390_178__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__UBA6906;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,80.36,0.8785,-,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__UBA6906,g__UBA6906,s__,3300055390_178__dereplicated_genomes,k__Bacteria,433,273,183,40,224,9,0,0,0,80.01,3.22,11,0.026900187177063356,0,3536194,75034,11858,9355.010582010582,378,378,3250,75034,0.5760365522932283,11858,0.9183090633602116,9355.010582010582,3.536194,0.6798466432867077,0.9605180220828018,0.05824522913845374,0.08041599377825226,0.9263172803537765,0.9350561226212649,-0.0163745310810804,0.066616275,0.06526997052777778,0.12956457,d__Bacteria;p__Bacteroidota;c__UBA10030;
