Genome,User Genome,Classification,FastANI Reference,FastANI Reference Radius,FastANI Taxonomy,FastANI ANI,FastANI Alignment Fraction,Closest Placement Reference,Closest Placement Taxonomy,Closest Placement ANI,Closest Placement Alignment Fraction,Classification Method,Note,Other Related References,MSA AA Percent,RED Value,Warnings,domain,phylum,class,order,family,genus,species,Bin Name,Marker Lineage,# Genomes,# Markers,# Marker Sets,0,1,2,3,4,5+,Completeness,Contamination,Translation table,GC std,# ambiguous bases,Genome size,Longest contig,N50 (scaffolds),Mean scaffold length,# contigs,# scaffolds,# predicted genes,Longest scaffold,GC,N50 (contigs),Coding density,Mean contig length,Genome size (Mbp),kruskal_season_p,kruskal_season_p_corr,kruskal_depth_p,kruskal_depth_p_corr,spearman_depth_p,spearman_depth_p_corr,spearman_depth_r,median_rel_abun,mean_rel_abun,max_rel_abun
3300060607_968,3300060607_968__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,78.29,0.79045,-,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__GIF9,f__UBA5629,g__,s__,3300060607_968__dereplicated_genomes,k__Bacteria,924,151,101,14,131,6,0,0,0,91.33,5.28,11,0.036310600859498054,0,2130039,69084,18495,12831.560240963856,166,166,2125,69084,0.445982444452895,18495,0.8879532252695843,12831.560240963856,2.130039,0.570350853671511,0.9605180220828018,0.003953125653288296,0.013441061133048401,0.0009766401237448592,0.0034930881839052587,0.5572613961810156,0.0033239039,0.006871174830555556,0.056929413
3300060478_470,3300060478_470__dereplicated_genomes,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA10834;f__UBA10834;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,-,-,94.01,0.81616,-,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA10834,f__UBA10834,g__,s__,3300060478_470__dereplicated_genomes,p__Euryarchaeota,148,188,125,9,177,2,0,0,0,94.34,0.93,11,0.01256651980157046,0,1807286,123000,59795,38452.89361702128,47,47,1775,123000,0.5574092866319996,59795,0.9035078012002528,38452.89361702128,1.807286,0.35679502264808466,0.8860243491291557,0.0026520661382993683,0.010510039881408608,0.0005717227844431669,0.00254511837290295,0.5822256188313198,0.004076991699999999,0.017094798102777774,0.21458608
3300055390_942,3300055390_942__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__LJUQ01;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,76.64,0.90722,-,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__SM23-62,g__LJUQ01,s__,3300055390_942__dereplicated_genomes,p__Bacteroidetes,350,316,210,65,247,4,0,0,0,78.92,1.35,11,0.019647566250203415,0,2741364,27247,7326,6653.796116504855,412,412,2483,27247,0.38731230146744466,7326,0.9165189299925147,6653.796116504855,2.741364,0.6291302200735802,0.9605180220828018,0.007439603764238402,0.019415551287158758,0.0017410611758464296,0.00517482071709911,0.5291702690285183,0.0042613992,0.007893070033333335,0.06030187
3300060607_702,3300060607_702__dereplicated_genomes,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__MVRE01;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,-,"GCA_002067895.1, s__MVRE01 sp002067895...",91.85,0.93686,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanoregulaceae,g__MVRE01,s__,3300060607_702__dereplicated_genomes,p__Euryarchaeota,90,233,152,15,215,3,0,0,0,95.21,1.32,11,0.02221145211788613,0,1530029,59515,30426,17791.03488372093,86,86,1628,59515,0.5679925021029013,30426,0.8957666815465589,17791.03488372093,1.530029,0.8642937702024128,0.9734677201227177,0.007637960783203579,0.019430803954865097,0.005919464400861342,0.013195472726920074,0.4650366827026834,0.0210997185,0.020724298958333325,0.04668455
3300060478_359,3300060478_359__dereplicated_genomes,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__CAIKOD01;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,-,-,66.38,0.85265,-,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanoregulaceae,g__CAIKOD01,s__,3300060478_359__dereplicated_genomes,p__Euryarchaeota,90,234,153,52,178,4,0,0,0,89.19,2.09,11,0.02939729425638089,0,1960088,65959,20818,14627.522388059702,134,134,2069,65959,0.5846456893772116,20818,0.8521372509805683,14627.522388059702,1.960088,0.7712310690195457,0.9605180220828018,0.0013387737312689591,0.009601841618471552,0.00027674964561669304,0.0022348839306404644,0.614626337318838,0.0088126085,0.01601076400833333,0.10374438
3300067053_967,3300067053_967__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Gp1-AA117;g__Angelobacter;s__,-,-,-,-,-,GCA_020072815.1,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Gp1-AA117;g__Angelobacter;s__Angelobacter sp020072815,78.54,0.332,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_020072585.1, s__Angelobacter sp020...",62.16,0.91215,-,d__Bacteria,p__Acidobacteriota,c__Terriglobia,o__Terriglobales,f__Gp1-AA117,g__Angelobacter,s__,3300067053_967__dereplicated_genomes,k__Bacteria,2258,188,117,50,128,10,0,0,0,75.99,4.51,11,0.03723494571833202,0,4254909,25747,6703,6175.484760522497,689,689,4294,25747,0.5900215492270222,6703,0.8790274950651118,6175.484760522497,4.254909,0.7077888152943141,0.9605180220828018,0.007000933989810005,0.018833435409361405,0.07123445813251193,0.0983802070589198,0.3045662781080955,0.0079439125,0.008695479025000001,0.016396817
3300067053_734,3300067053_734__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,66.63,0.84318,-,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Fen-336,f__Fen-336,g__,s__,3300067053_734__dereplicated_genomes,k__Bacteria,901,171,117,50,114,7,0,0,0,87.78,5.41,11,0.0176718995913881,0,6362929,65114,21513,15258.822541966427,417,417,5699,65114,0.7076146849980567,21513,0.9209785304849386,15258.822541966427,6.362929,0.8036740659492413,0.9605180220828018,0.00121932304003561,0.009601841618471552,0.00025901449616906684,0.002217164087207212,-0.6189572748648392,0.056699585999999996,0.06693403511111112,0.12079171
3300055390_900,3300055390_900__dereplicated_genomes,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__JADJOR01;s__,-,-,-,-,-,GCA_016713665.1,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__JADJOR01;s__JADJOR01 sp016713665,84.04,0.825,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,79.94,0.95429,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Myxococcota_A,c__UBA9160,o__UBA9160,f__UBA4427,g__JADJOR01,s__,3300055390_900__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,44,193,10,0,0,0,81.51,3.89,11,0.018127275901780367,0,4445682,36652,8665,7522.3045685279185,591,591,4335,36652,0.7013067961226197,8665,0.9136764617892148,7522.3045685279185,4.445682,0.9248727834384926,0.9791981895430706,0.0024430758905945385,0.010026858448830733,0.0006189653146263739,0.002597227006471451,-0.5800317712592156,0.0118915785,0.01830440382222222,0.055186242
3300060478_1104,3300060478_1104__dereplicated_genomes,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__DRHE01;g__MIBK01;s__,-,-,-,-,-,GCA_001829505.1,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__DRHE01;g__MIBK01;s__MIBK01 sp001829505,80.33,0.36,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,73.23,0.90612,-,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__SZUA-6,f__DRHE01,g__MIBK01,s__,3300060478_1104__dereplicated_genomes,c__Spirochaetia,72,215,125,39,169,7,0,0,0,87.2,3.28,11,0.02899007479124547,0,3772198,36482,9865,8345.570796460177,452,452,3856,36482,0.636349152403983,9865,0.9415319662435535,8345.570796460177,3.772198,0.5834355088186545,0.9605180220828018,0.0005231625175234867,0.009601841618471552,0.00010302702879901654,0.002217164087207212,0.6564614287314949,0.025246940500000002,0.029016318288888884,0.09292593
3300060478_875,3300060478_875__dereplicated_genomes,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,80.18,0.87444,-,d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,g__,s__,3300060478_875__dereplicated_genomes,k__Bacteria,2921,143,87,7,131,3,1,1,0,95.2,5.28,11,0.01784399758027539,0,16214747,116393,18461,13501.038301415487,1201,1201,11711,116393,0.6487013334219769,18461,0.8644258217534939,13501.038301415487,16.214747,0.6381139299983534,0.9605180220828018,0.02036079289808836,0.03805423301476776,0.005396597893060551,0.012285871799095297,-0.4715864951351155,0.015287341999999999,0.016295733461111114,0.049204327
3300067053_853,3300067053_853__dereplicated_genomes,d__Bacteria;p__Myxococcota;c__B64-G9;o__B64-G9;f__B64-G9;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,85.18,0.71687,-,d__Bacteria,p__Myxococcota,c__B64-G9,o__B64-G9,f__B64-G9,g__,s__,3300067053_853__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,22,223,2,0,0,0,91.31,1.29,11,0.025206112712105724,0,4396889,184889,30620,23263.962962962964,189,189,4159,184889,0.5136811504679786,30620,0.895335997792985,23263.962962962964,4.396889,0.17876162254542902,0.7681504189275,0.09002899509591641,0.11641211450468951,0.030572529093004872,0.04758197255202212,0.36525487549960906,0.0,0.003920944977777777,0.058965065
3300055390_445,3300055390_445__dereplicated_genomes,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__CAIMUX01;f__WJJG01;g__VGIY01;s__,-,-,-,-,-,GCA_016867695.1,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__CAIMUX01;f__WJJG01;g__VGIY01;s__VGIY01 sp016867695,78.19,0.366,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,85.3,0.89273,-,d__Bacteria,p__Eisenbacteria,c__RBG-16-71-46,o__CAIMUX01,f__WJJG01,g__VGIY01,s__,3300055390_445__dereplicated_genomes,k__Bacteria,2993,147,91,16,129,2,0,0,0,93.61,2.2,11,0.013477223105813766,0,3424485,127249,34625,22093.451612903227,155,155,2763,127249,0.6667265296825654,34625,0.9166867426780961,22093.451612903227,3.424485,0.7180255795296089,0.9605180220828018,0.007040536601630432,0.018833435409361405,0.0021495984763042213,0.006033808918247706,0.518604528697881,0.0118684555,0.014567960033333334,0.05056116
3300060478_139,3300060478_139__dereplicated_genomes,d__Bacteria;p__Actinomycetota;c__Geothermincolia;o__Fen-727;f__Anoxymicrobiaceae;g__JAGUWJ01;s__,-,-,-,-,-,GCA_020062425.1,d__Bacteria;p__Actinomycetota;c__Geothermincolia;o__Fen-727;f__Anoxymicrobiaceae;g__JAGUWJ01;s__JAGUWJ01 sp020062425,77.48,0.23,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,87.15,0.86834,-,d__Bacteria,p__Actinomycetota,c__Geothermincolia,o__Fen-727,f__Anoxymicrobiaceae,g__JAGUWJ01,s__,3300060478_139__dereplicated_genomes,k__Bacteria,901,171,117,9,160,2,0,0,0,92.74,0.85,11,0.01839859739054618,0,2245730,62598,16158,11882.169312169312,189,189,2157,62598,0.5959732470065413,16158,0.9043108476976306,11882.169312169312,2.24573,0.720050011751008,0.9605180220828018,0.010259208570636882,0.02425934402338445,0.011735817356201933,0.022524349006522094,0.4257378081080905,0.015910663999999998,0.016636809444444442,0.039649885
3300060478_1044,3300060478_1044__dereplicated_genomes,d__Bacteria;p__Actinomycetota;c__Geothermincolia;o__Geothermincolales;f__RBG-13-55-18;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,82.6,0.89229,-,d__Bacteria,p__Actinomycetota,c__Geothermincolia,o__Geothermincolales,f__RBG-13-55-18,g__,s__,3300060478_1044__dereplicated_genomes,k__Bacteria,901,171,117,24,146,1,0,0,0,85.08,0.85,11,0.01567695144353614,0,3025655,55520,16444,12200.22177419355,248,248,2860,55520,0.6121286134737768,16444,0.8810988033995945,12200.22177419355,3.025655,0.6349993891022001,0.9605180220828018,0.12927727072291412,0.15674411294449644,0.8432053695003622,0.8675286013128727,0.0327490621621608,0.017032881,0.018439208708333328,0.03996925
3300060478_1031,3300060478_1031__dereplicated_genomes,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,-,-,82.32,0.77021,-,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__QMZP01,f__QMZP01,g__,s__,3300060478_1031__dereplicated_genomes,k__Archaea,207,149,107,22,125,2,0,0,0,81.0,1.4,11,0.009767181489122789,0,764778,64647,15500,12962.338983050848,59,59,900,64647,0.5014291729103086,15500,0.8922353938005538,12962.338983050848,0.764778,0.07811473854045536,0.5480837392674573,0.0042331194293751,0.013983425073560325,0.001085980641182554,0.0036171703336238484,0.5521976681985299,0.0,0.005191834436111112,0.09703527
3300067053_980,3300067053_980__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__,-,-,-,-,-,GCA_001766905.1,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__RBG-13-68-16 sp001766905,87.23,0.734,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_022865555.1, s__RBG-13-68-16 sp022...",80.58,0.97489,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__RBG-13-68-16,s__,3300067053_980__dereplicated_genomes,k__Bacteria,2258,188,117,19,156,7,6,0,0,88.46,3.7,11,0.03256256027773255,0,3923605,111862,26721,16555.29535864979,237,237,3573,111862,0.6670964584865194,26721,0.911345051298487,16555.29535864979,3.923605,0.9167973017437566,0.9791981895430706,0.0003854453607316356,0.009601841618471552,0.00014634139107020492,0.002217164087207212,0.6418816183783518,0.03778364,0.04243947644444443,0.09743588
3300060478_516,3300060478_516__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__,-,-,-,-,-,GCA_003520925.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp003520925,77.86,0.318,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,71.6,0.95855,-,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,s__,3300060478_516__dereplicated_genomes,p__Bacteroidetes,350,316,210,59,245,12,0,0,0,80.08,3.86,11,0.02648799321774777,0,4480888,104129,9592,8117.550724637681,552,552,4097,104129,0.39441356266882815,9592,0.8868788954332266,8117.550724637681,4.480888,0.8036740659492413,0.9605180220828018,0.005559805284022268,0.016187732391575036,0.0014832278303332448,0.004600155879584266,0.5370846194594372,0.0071174420999999995,0.0132007413,0.08489192
3300055390_1097,3300055390_1097__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_022865725.1, s__Methyloceanibacter...",78.41,0.92133,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Methyloligellaceae,g__Methyloceanibacter,s__,3300055390_1097__dereplicated_genomes,o__Rhizobiales,356,413,248,92,318,3,0,0,0,76.73,1.21,11,0.01462619762894538,0,2255125,59991,12647,9515.29535864979,237,237,2372,59991,0.6355022448866471,12647,0.8925935369436284,9515.29535864979,2.255125,0.4118047737534726,0.929582727653642,0.21555600169705272,0.24471609741734365,0.11158436427955411,0.145047158192102,0.2685423097297186,0.05580833,0.05655948061111113,0.089571685
3300055390_463,3300055390_463__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__UBA3940;g__JAFGMS01;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,77.66,0.91841,-,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Aggregatilineales,f__UBA3940,g__JAFGMS01,s__,3300055390_463__dereplicated_genomes,k__Bacteria,924,163,110,29,132,2,0,0,0,89.92,1.82,11,0.019052212483064785,0,5998588,77851,18569,14385.103117505994,417,417,5533,77851,0.5726222571045052,18569,0.8623942834547064,14385.103117505994,5.998588,0.6071980906583567,0.9605180220828018,0.14517017812871855,0.17259121177525427,0.09122813164311622,0.12180393226810572,0.28510036214436024,0.0166290045,0.014995702330555555,0.030334061
3300060607_908,3300060607_908__dereplicated_genomes,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__2-01-FULL-66-17;f__2-01-FULL-66-17;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,80.32,0.84047,-,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__2-01-FULL-66-17,f__2-01-FULL-66-17,g__,s__,3300060607_908__dereplicated_genomes,k__Bacteria,2258,181,110,21,154,6,0,0,0,87.97,2.03,11,0.021126479343044395,0,2012480,40730,10089,8180.8130081300815,246,246,2094,40730,0.6358413499761488,10089,0.9139106972491652,8180.8130081300815,2.01248,0.8273129945668971,0.9649588286509359,0.0020449834316601974,0.009884104782573393,0.00046025385148025576,0.0023571214367986704,-0.5935223813844774,0.006011433,0.012328844494444442,0.03969931
3300067053_1134,3300067053_1134__dereplicated_genomes,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__JAEZGP01;s__,-,-,-,-,-,GCA_020027875.1,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__JAEZGP01;s__JAEZGP01 sp020027875,78.42,0.254,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_023437285.1, s__JAEZGP01 sp0234372...",85.9,0.94798,-,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Mycobacteriales,f__Micromonosporaceae,g__JAEZGP01,s__,3300067053_1134__dereplicated_genomes,o__Actinomycetales,455,315,190,19,289,4,3,0,0,93.64,2.5,11,0.017575561544892978,0,7645627,79325,24674,17455.769406392694,438,438,7076,79325,0.6774764188731677,24674,0.864411643413941,17455.769406392694,7.645627,0.30445859116789764,0.8796927370759939,0.1427448230865906,0.17099776239045347,0.05733633609747227,0.08207341755758571,0.3209408091891759,0.013079501,0.017798681797222222,0.052283905
3300067053_1331,3300067053_1331__dereplicated_genomes,d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__FEN-1185;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,88.44,0.78672,-,d__Bacteria,p__Fibrobacterota,c__Chitinivibrionia,o__Chitinivibrionales,f__FEN-1185,g__,s__,3300067053_1331__dereplicated_genomes,k__Bacteria,2993,147,91,13,132,2,0,0,0,90.41,1.2,11,0.021518512391137314,0,5454600,133863,45363,31348.275862068964,174,174,4554,133863,0.4866272503941627,45363,0.9085723976093573,31348.275862068964,5.4546,0.3919789868131851,0.9117772084567567,0.052154313527756554,0.07465567287585219,0.047626071683301165,0.0690981650184844,0.334471176249816,0.0074942021,0.009003673780555558,0.027104225
3300055390_737,3300055390_737__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UBA2250;s__,-,-,-,-,-,GCA_011391215.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UBA2250;s__UBA2250 sp011391215,89.01,0.654,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_903950295.1, s__UBA2250 sp90395029...",77.54,0.98362,Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 10.8% of markers with multiple hits,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__UBA2250,s__,3300055390_737__dereplicated_genomes,f__Rhodocyclaceae,30,540,241,58,444,37,1,0,0,88.14,6.68,11,0.033815312891495516,0,2952302,63607,11016,8683.241176470588,340,340,3104,63607,0.6109422410037998,11016,0.9316485915058825,8683.241176470588,2.952302,0.1140211063200478,0.6581725099896913,0.0019952878227987242,0.009884104782573393,0.0004352768235782326,0.0023571214367986704,-0.5960329313513266,0.020817642,0.033375944486111114,0.13431446
