IDs,TOP2,TOP3,TOP4,MID2,MID3,MID4,BTM2,BTM3,BTM4,Gene_Product,Ortholog_ID,percent_id,taxonomy,
Ga0562388_02042205_175_1821,2895920,4354400,0,7583480,0,0,0,0,0,peptide/nickel transport system substrate-binding protein,KO:K02035,75.5,Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;Caldilinea aerophila;Caldilinea aerophila STL-6-O1- DSM 14535,
Ga0562388_05337562_3_899,5121420,2858960,0,13566410,0,0,0,0,0,5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase,KO:K15023,85.86,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans ASRB2- DSM 11109,
Ga0562388_03725639_2_1093,5852998,2765590,2379075,0,0,3740300,0,0,0,chaperonin GroEL,KO:K04077,83.75,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans ASRB2- DSM 11109,
Ga0562388_04196220_482_1213,0,2744370,4901300,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_00000696_52067_54043,2728940,4675660,0,0,4446270,0,0,14403900,0,adenylylsulfate reductase subunit A,KO:K00394,85.41,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosalsimonas;Desulfosalsimonas propionicica;Desulfosalsimonas propionicica DSM 17721,
Ga0562388_00041114_8809_10788,6131800,2725420,0,0,0,0,0,0,0,acetyl-CoA synthetase,KO:K01895,70.97,Bacteria;Firmicutes;Clostridia;Eubacteriales;Desulfallaceae;Desulfoscipio;Desulfoscipio geothermicus;Desulfallas geothermicus DSM 3669,
Ga0562388_01245239_1579_2181,3360110,0,2721360,0,0,0,550942,0,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_00034152_2624_4255,0,12380880,2709560,0,49781300,639872,0,0,0,chaperonin GroEL,KO:K04077,91.01,Bacteria;Verrucomicrobia;Spartobacteria;unclassified Spartobacteria;unclassified Spartobacteria;unclassified Spartobacteria;Spartobacteria bacterium LR76;Spartobacteria bacterium LR76,
Ga0562388_01273974_124_1020,2694520,0,3778950,0,0,0,0,0,0,phosphoribulokinase,KO:K00855,95.3,Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfuricaulis;Sulfuricaulis limicola;Sulfuricaulis limicola HA5,
Ga0562388_00064158_520_2304,5189380,2679290,0,0,0,0,3298330,0,0,formyltetrahydrofolate synthetase,COG2759,90.4,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans;Desulfobacca acetoxidans ASRB2- DSM 11109,
Ga0562388_01935281_1055_1870,2656440,4333030,0,6291750,0,0,0,0,0,predicted porin,COG3203,NA,NA,
Ga0562388_06339522_3_152,0,2655410,6888570,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_27997348_2_520,13778400,0,2640460,0,0,0,0,15584700,0,hypothetical protein,Hypo-rule applied,45.19,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;unclassified Solirubrobacterales;unclassified Solirubrobacterales;Solirubrobacterales bacterium URHD0059;Solirubrobacterales bacterium URHD0059,
Ga0562388_00006070_6080_7501,9374590,0,2610566,0,17542150,0,0,1862476,0,F-type H+-transporting ATPase subunit beta,KO:K02112,84.14,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina;Desulfosarcina sp. BuS5;Desulfosarcina sp. BuS5,
Ga0562388_00111521_194_1942,6559550,0,2610160,0,0,0,0,0,0,arylsulfatase A-like enzyme,COG3119,85.04,Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylovirgula;Methylovirgula ligni;Methylovirgula ligni DSM 19998,
Ga0562388_03489060_3_1397,2607583,0,4996570,0,10437870,0,0,7222610,0,hypothetical protein,Hypo-rule applied,41.89,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula formicica;Methanoregula formicica SMSP- DSM 22288,
Ga0562388_02538867_1040_1567,2598350,0,4202480,0,0,6471390,0,0,0,hypothetical protein,Hypo-rule applied,53.45,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Levilinea;Levilinea saccharolytica;Levilinea saccharolytica DSM 16555,
Ga0562388_01089289_650_1882,5533190,2563760,0,0,4256566,0,0,0,3610720,predicted porin,COG3203,51.95,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;Dechloromonas;Dechloromonas denitrificans;Dechloromonas denitrificans ATCC BAA-841,
Ga0562388_04195080_2_883,5052660,0,2500864,0,0,3075350,0,0,0,hypothetical protein,Hypo-rule applied,33.74,Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Kitasatospora;Kitasatospora atroaurantiaca;Kitasatospora atroaurantiaca DSM 41649,
Ga0562388_00462227_1663_3801,2493392,0,2702110,0,7487200,0,10599200,0,0,hypothetical protein,Hypo-rule applied,40.47,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Edaphobacter;Edaphobacter aggregans;Edaphobacter aggregans EB153,
Ga0562388_02701537_3_1208,2465750,8714090,0,0,0,0,0,0,0,sulfite reductase alpha subunit,KO:K11180,86.75,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosalsimonas;Desulfosalsimonas propionicica;Desulfosalsimonas propionicica DSM 17721,
Ga0562388_02034918_10_1032,0,2452620,5654220,0,14266440,7742550,0,0,0,putative tricarboxylic transport membrane protein,KO:K07795,71.99,Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria;uncultured beta proteobacterium;unclassified betaproteobacterium ENR4,
Ga0562388_00173788_2410_3783,2450520,0,3093590,0,0,0,350039,0,0,hypothetical protein,Hypo-rule applied,22.22,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatirhabdium;Desulfatirhabdium butyrativorans;Desulfatirhabdium butyrativorans DSM 18734,
Ga0562388_00004310_29348_30715,2449960,0,2485870,0,0,0,0,0,0,coenzyme F420 hydrogenase subunit alpha,KO:K00440,88.13,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula formicica;Methanoregula formicica SMSP- DSM 22288,
Ga0562388_01355133_1_1296,2439980,0,14628400,0,0,0,0,0,0,type IV pilus assembly protein PilQ,KO:K02666,66.9,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae;Sulfuricella;Sulfuricella denitrificans;Sulfuricella denitrificans skB26,
Ga0562388_00123526_657_1808,2420830,13235300,1577920,5619880,0,0,0,0,0,predicted porin,COG3203,38.36,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia caffeinilytica;Paraburkholderia caffeinilytica CF1,
Ga0562388_02777443_743_1123,10700600,2404190,1435550,0,0,0,0,0,0,superoxide reductase,KO:K05919,69.84,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula boonei;Methanoregula boonei 6A8,
Ga0562388_00249318_1523_3328,29552000,2382330,0,0,0,0,0,0,0,alcohol dehydrogenase (cytochrome c),KO:K00114,57.71,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Methyloversatilis;Methyloversatilis discipulorum;Methyloversatilis discipulorum FAM1,
Ga0562388_05289172_2_1141,0,2377650,54848500,0,0,0,0,5187000,0,adenylylsulfate reductase subunit A,KO:K00394,92.63,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiodictyon;Candidatus Thiodictyon syntrophicum;Candidatus Thiodictyon syntrophicum Cad16,
Ga0562388_04178603_1_1065,0,2903360,3405030,0,0,0,0,538137,558926,F-type H+-transporting ATPase subunit beta,KO:K02112,93.52,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfotalea;Desulfotalea psychrophila;Desulfotalea psychrophila LSv54,
Ga0562388_00436797_2029_2256,0,2359610,3819210,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_00009101_6584_7135,2865740,0,2335110,0,0,0,0,1424360,0,transcription initiation factor TFIID TATA-box-binding protein,KO:K03120,96.17,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanothrix soehngenii;Methanothrix soehngenii GP-6,
Ga0562388_07769255_1_948,2961960,2315880,0,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_17179723_3_557,2292130,0,2359480,0,0,0,0,3966040,0,outer membrane protein OmpA-like peptidoglycan-associated protein,COG2885,89.13,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Dongia;Dongia sp. URHE0060;Dongia sp. URHE0060,
Ga0562388_00293945_1569_2921,7807017,0,2260660,1925283,0,0,0,0,9363297,acetyl-CoA decarbonylase/synthase complex subunit delta,KO:K00194,87.78,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanothrix soehngenii;Methanothrix soehngenii GP-6,
Ga0562388_00013255_10792_12453,6022400,0,2257520,0,0,744573,0,0,0,chaperonin GroEL,KO:K04077,82.44,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfacinum;Desulfacinum hydrothermale;Desulfacinum hydrothermale DSM 13146,
Ga0562388_00021824_6199_6600,3752520,0,2244890,0,0,0,0,6353790,0,predicted transcriptional regulator,COG4738,89.76,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanothrix soehngenii;Methanothrix soehngenii GP-6,
Ga0562388_01973509_912_1850,2236170,2238417,0,0,7308690,9565180,0,0,0,long-chain fatty acid transport protein,KO:K06076,47.71,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodovibrio;Thiorhodovibrio sp. 970;Thiorhodovibrio sp. 970,
Ga0562388_00387081_57_2264,2235820,0,6043970,0,0,0,0,8094710,0,acetyl-CoA synthase,KO:K14138,73.33,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;Syntrophorhabdus aromaticivorans;Syntrophorhabdus aromaticivorans UI,
Ga0562388_00024430_4011_5531,2232630,47483940,0,30459210,0,0,0,0,1250920,F-type H+-transporting ATPase subunit alpha,KO:K02111,88.69,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfacinum;Desulfacinum infernum;Desulfacinum infernum DSM 9756,
Ga0562388_00025008_5207_6307,2194250,0,2513008,0,0,0,0,0,0,TRAP-type mannitol/chloroaromatic compound transport system substrate-binding protein,COG4663,71.03,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Niveibacterium;Niveibacterium umoris;Niveibacterium umoris DSM 106739,
Ga0562388_04785476_849_1199,4103510,2186340,0,0,0,0,0,0,0,ribulose-bisphosphate carboxylase small chain,KO:K01602,66.09,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;Variovorax sp. CF079;Variovorax sp. CF079,
Ga0562388_08125820_137_928,2185200,2498160,0,0,3226660,0,1603570,0,0,ABC-type taurine transport system substrate-binding protein,COG4521,55.17,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio idahonensis;Desulfovibrio idahonensis DSM 15450,
Ga0562388_03044826_276_1484,5018870,0,2161150,7478860,0,5973040,0,0,0,sulfate adenylyltransferase,KO:K00958,91.54,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae;Sulfuricella;Sulfuricella sp. T08;Sulfuricella sp. T08,
Ga0562388_00000015_40356_41420,2171680,0,2155010,0,0,0,0,0,0,GTP-binding protein,KO:K03979,88.39,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Annwoodia;Annwoodia aquaesulis;Annwoodia aquaesulis DSM 4255,
Ga0562388_06899548_583_1002,5122400,0,2154510,0,5466310,0,1046980,0,0,hypothetical protein,Hypo-rule applied,NA,NA,
Ga0562388_06105524_105_1064,0,2146070,5255150,0,0,0,788863,0,0,hypothetical protein,Hypo-rule applied,38.41,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella sediminis;Shewanella sediminis HAW-EB3,
Ga0562388_03036363_887_1498,2480910,0,5426172,0,0,0,337923,1429980,0,regulator of protease activity HflC (stomatin/prohibitin superfamily),COG0330,76.85,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;Anaerolinea thermophila;Anaerolinea thermophila UNI-1,
Ga0562388_08332692_1_915,2131680,300265,6069010,0,0,1388990,0,0,0,F-type H+-transporting ATPase subunit beta,KO:K02112,93.77,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum;Desulfatibacillum aliphaticivorans;Desulfatibacillum aliphaticivorans DSM 15576,
Ga0562388_05581335_3_662,0,2131310,3658940,1301710,0,0,0,0,0,GBP family porin,KO:K03285,45,Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria;Betaproteobacteria bacterium GR16-43;Betaproteobacteria bacterium GR16-43,
Ga0562388_00763792_2348_2965,2131240,0,6466395,0,0,0,0,0,1953660,sulfite reductase beta subunit,KO:K11181,87.8,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;Syntrophobacter fumaroxidans;Syntrophobacter fumaroxidans MPOB,
Ga0562388_22874397_98_502,2125260,3468870,0,0,0,0,0,3248610,0,hypothetical protein,Hypo-rule applied,44.53,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfacinum;Desulfacinum infernum;Desulfacinum infernum DSM 9756,
Ga0562388_05476205_1_1122,27792400,0,2095560,0,85051100,0,0,0,0,hypothetical protein,Hypo-rule applied,47.37,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula formicica;Methanoregula formicica SMSP- DSM 22288,
Ga0562388_00226706_2_2686,0,3389670,2080810,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,39.54,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium;unclassified Acidobacterium;Acidobacterium strain C40,
Ga0562388_01320086_675_2258,2057210,2439880,0,0,0,0,4264930,0,0,chaperonin GroEL,KO:K04077,78.75,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermanaerothrix;Thermanaerothrix daxensis;Thermanaerothrix daxensis GNS-1,
Ga0562388_03292422_646_1440,2055800,3151030,0,5330500,0,0,0,0,4113456,tripartite-type tricarboxylate transporter receptor subunit TctC,COG3181,69.7,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Pelobacter;Pelobacter seleniigenes;Pelobacter seleniigenes DSM 18267,
Ga0562388_00729164_176_505,3208630,0,2035180,0,0,0,0,0,0,ElaB/YqjD/DUF883 family membrane-anchored ribosome-binding protein,COG4575,79.05,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;Thiobacillus denitrificans;Thiobacillus denitrificans RG,
Ga0562388_02108109_1_1416,2619560,0,2031740,0,7106300,0,3696990,0,0,hypothetical protein,Hypo-rule applied,43.09,Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;Melioribacter;Melioribacter roseus;Melioribacter roseus P3M,
Ga0562388_05810391_3_1091,2009210,8783150,0,0,0,0,0,0,0,adenylylsulfate reductase subunit A,KO:K00394,88.71,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Sulfurisoma;Sulfurisoma sediminicola;Sulfurisoma sediminicola DSM 26916,
Ga0562388_15720732_374_679,0,2007650,13170400,0,0,0,1776060,0,0,uncharacterized surface protein with fasciclin (FAS1) repeats,COG2335,81.19,Bacteria;Planctomycetes;Planctomycetia;Pirellulales;Pirellulaceae;Pirellula;Pirellula staleyi;Pirellula staleyi DSM 6068,
Ga0562388_00884282_3_905,2890570,0,1998600,0,5876100,0,0,0,0,hypothetical protein,Hypo-rule applied,35.67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfotignum;Desulfotignum balticum;Desulfotignum balticum DSM 7044,
Ga0562388_00175041_1407_2711,1148810,22055300,1981770,0,0,0,826430,0,0,methyl-coenzyme M reductase beta subunit,KO:K00401,94.24,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;unclassified Methanosarcina;Methanosarcina sp. DH2,
Ga0562388_07061201_190_993,1970650,10662063,0,36010280,0,0,0,0,5926090,fructose-bisphosphate aldolase class II,KO:K01624,89.93,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Hahella;Hahella sp. KA22;Hahella sp. KA22,
Ga0562388_00399688_2079_3182,3446520,0,1959720,0,0,0,0,0,0,ribose transport system substrate-binding protein,KO:K10439,29.54,Bacteria;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis sulphurea;Amycolatopsis sulphurea DSM 46092,
Ga0562388_29942399_29_502,2630800,0,1952560,0,404549,0,0,0,0,peptidoglycan-associated lipoprotein,KO:K03640,45.06,Bacteria;Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;unclassified Candidatus Aminicenantes;Aminicenantes bacterium SCGC AAA252-K06;Aminicenantes bacterium SCGC AAA252-K06 (contamination screened),
Ga0562388_10734820_2_811,9724420,0,1926390,0,0,0,0,0,558405,chaperonin GroEL,KO:K04077,82.16,Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Thermophagus;Thermophagus xiamenensis;Thermophagus xiamenensis HS1,
Ga0562388_00312348_3400_4572,1925140,0,2230190,0,208745,0,0,1794230,0,phosphoglycerate kinase,KO:K00927,90.49,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylosarcina;Methylosarcina fibrata;Methylosarcina fibrata AML-C10,
Ga0562388_05015939_679_1170,1905460,0,7480540,0,0,8859580,0,7416370,0,3-hydroxybutyryl-CoA dehydrogenase,KO:K00074,67.07,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfocarbo;Desulfocarbo indianensis;Desulfocarbo indianensis SCBM,
Ga0562388_02980967_2_796,2660750,1904600,0,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,38.43,Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;Caldilinea aerophila;Caldilinea aerophila STL-6-O1- DSM 14535,
Ga0562388_09424839_3_863,0,1898170,5354400,0,0,1818840,0,0,0,nitrous-oxide reductase,KO:K00376,89.51,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;Dechloromonas;Dechloromonas aromatica;Dechloromonas aromatica RCB,
Ga0562388_08567602_1_903,16277200,0,1880700,0,0,0,0,0,1843500,hypothetical protein,Hypo-rule applied,43.23,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula formicica;Methanoregula formicica SMSP- DSM 22288,
Ga0562388_00258338_2879_5059,7491250,1857590,0,0,0,0,0,0,0,hypothetical protein,Hypo-rule applied,40.85,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea;Rubritalea squalenifaciens;Rubritalea squalenifaciens DSM 18772,
Ga0562388_00133998_1066_2706,3819990,1822680,0,1685790,0,0,0,0,0,chaperonin GroEL,KO:K04077,86.95,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Pedosphaera;Pedosphaera parvula;Pedosphaera parvula Ellin514,
Ga0562388_30310117_2_502,8334820,0,1822140,0,14425620,2509330,0,0,0,predicted porin,COG3203,56.55,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;Rhizobacter;Rhizobacter sp. Root404;Rhizobacter sp. Root404,
Ga0562388_07255455_453_980,0,1817900,2522160,0,0,3130130,0,3983950,0,tRNA (cmo5U34)-methyltransferase,KO:K15256,76.44,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;Methylobacter sp. BBA5.1;Methylobacter sp. BBA5.1,
Ga0562388_29700413_3_506,0,1816480,3236030,0,0,2706540,5335380,0,0,hypothetical protein,Hypo-rule applied,49.74,Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula formicica;Methanoregula formicica SMSP- DSM 22288,
Ga0562388_00067296_8664_9701,1805580,0,2486890,0,0,0,0,0,0,polyvinyl alcohol dehydrogenase (cytochrome),KO:K05889,72.24,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas;Pelomonas sp. Root1237;Pelomonas sp. Root1237,
Ga0562388_00266108_3_2189,1794520,0,3174470,0,0,0,0,0,0,nitrous-oxide reductase,KO:K00376,81.08,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiocapsa;Thiocapsa marina;Thiocapsa marina 5811- DSM 5653,
Ga0562388_01752013_102_1877,0,2999590,1791138,0,0,1944460,0,0,0,methylenetetrahydrofolate dehydrogenase (NADP+)/methenyltetrahydrofolate cyclohydrolase/formyltetrahydrofolate synthetase,KO:K00288,91.36,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfoprunum;Desulfoprunum benzoelyticum;Desulfoprunum benzoelyticum DSM 28570,
Ga0562388_00553462_1_3477,0,1781270,25861900,0,19474700,5521940,0,0,0,DNA-directed RNA polymerase subunit beta',KO:K03046,68.85,Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;Ignavibacterium album;Ignavibacterium album Mat9-16- JCM 16511,
Ga0562388_07773547_789_947,3647890,0,1766040,0,0,1711240,0,0,0,F-type H+-transporting ATPase subunit alpha,KO:K02111,46.67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfarculus;Desulfarculus baarsii;Desulfarculus baarsii 2st14- DSM 2075,
